option,type,temperature,Year
"Pontiac, IL",Annual,M,2023
"Rockford Greater, IL",Jan,21.6,2000
"Rockford Greater, IL",Feb,31.1,2000
"Rockford Greater, IL",Mar,43.0,2000
"Rockford Greater, IL",Apr,47.7,2000
"Rockford Greater, IL",May,61.5,2000
"Rockford Greater, IL",Jun,66.7,2000
"Rockford Greater, IL",Jul,71.0,2000
"Rockford Greater, IL",Aug,71.6,2000
"Rockford Greater, IL",Sep,63.5,2000
"Rockford Greater, IL",Oct,54.8,2000
"Rockford Greater, IL",Nov,35.8,2000
"Rockford Greater, IL",Dec,12.5,2000
"Rockford Greater, IL",Annual,48.4,2000
"Rockford Greater, IL",Jan,21.0,2001
"Rockford Greater, IL",Feb,22.4,2001
"Rockford Greater, IL",Mar,33.4,2001
"Rockford Greater, IL",Apr,53.4,2001
"Rockford Greater, IL",May,61.1,2001
"Rockford Greater, IL",Jun,67.6,2001
"Rockford Greater, IL",Jul,75.2,2001
"Rockford Greater, IL",Aug,72.8,2001
"Rockford Greater, IL",Sep,61.1,2001
"Rockford Greater, IL",Oct,50.5,2001
"Rockford Greater, IL",Nov,47.6,2001
"Rockford Greater, IL",Dec,31.8,2001
"Rockford Greater, IL",Annual,49.8,2001
"Rockford Greater, IL",Jan,30.0,2002
"Rockford Greater, IL",Feb,31.0,2002
"Rockford Greater, IL",Mar,33.0,2002
"Rockford Greater, IL",Apr,48.7,2002
"Rockford Greater, IL",May,54.8,2002
"Rockford Greater, IL",Jun,70.6,2002
"Rockford Greater, IL",Jul,76.8,2002
"Rockford Greater, IL",Aug,72.6,2002
"Rockford Greater, IL",Sep,66.0,2002
"Rockford Greater, IL",Oct,48.0,2002
"Rockford Greater, IL",Nov,35.5,2002
"Rockford Greater, IL",Dec,28.7,2002
"Rockford Greater, IL",Annual,49.6,2002
"Rockford Greater, IL",Jan,19.2,2003
"Rockford Greater, IL",Feb,21.7,2003
"Rockford Greater, IL",Mar,35.0,2003
"Rockford Greater, IL",Apr,48.4,2003
"Rockford Greater, IL",May,57.3,2003
"Rockford Greater, IL",Jun,66.7,2003
"Rockford Greater, IL",Jul,71.9,2003
"Rockford Greater, IL",Aug,74.3,2003
"Rockford Greater, IL",Sep,62.9,2003
"Rockford Greater, IL",Oct,51.2,2003
"Rockford Greater, IL",Nov,39.4,2003
"Rockford Greater, IL",Dec,30.0,2003
"Rockford Greater, IL",Annual,48.2,2003
"Rockford Greater, IL",Jan,18.4,2004
"Rockford Greater, IL",Feb,25.8,2004
"Rockford Greater, IL",Mar,40.6,2004
"Rockford Greater, IL",Apr,50.4,2004
"Rockford Greater, IL",May,60.6,2004
"Rockford Greater, IL",Jun,67.6,2004
"Rockford Greater, IL",Jul,70.3,2004
"Rockford Greater, IL",Aug,66.0,2004
"Rockford Greater, IL",Sep,65.3,2004
"Rockford Greater, IL",Oct,52.4,2004
"Rockford Greater, IL",Nov,41.5,2004
"Rockford Greater, IL",Dec,26.3,2004
"Rockford Greater, IL",Annual,48.8,2004
"Rockford Greater, IL",Jan,21.3,2005
"Rockford Greater, IL",Feb,30.4,2005
"Rockford Greater, IL",Mar,34.2,2005
"Rockford Greater, IL",Apr,52.6,2005
"Rockford Greater, IL",May,56.9,2005
"Rockford Greater, IL",Jun,74.3,2005
"Rockford Greater, IL",Jul,74.2,2005
"Rockford Greater, IL",Aug,72.5,2005
"Rockford Greater, IL",Sep,68.4,2005
"Rockford Greater, IL",Oct,53.7,2005
"Rockford Greater, IL",Nov,40.5,2005
"Rockford Greater, IL",Dec,19.9,2005
"Rockford Greater, IL",Annual,49.9,2005
"Rockford Greater, IL",Jan,33.5,2006
"Rockford Greater, IL",Feb,26.4,2006
"Rockford Greater, IL",Mar,36.9,2006
"Rockford Greater, IL",Apr,52.7,2006
"Rockford Greater, IL",May,59.6,2006
"Rockford Greater, IL",Jun,67.6,2006
"Rockford Greater, IL",Jul,75.1,2006
"Rockford Greater, IL",Aug,72.3,2006
"Rockford Greater, IL",Sep,60.8,2006
"Rockford Greater, IL",Oct,47.8,2006
"Rockford Greater, IL",Nov,41.4,2006
"Rockford Greater, IL",Dec,31.3,2006
"Rockford Greater, IL",Annual,50.4,2006
"Rockford Greater, IL",Jan,25.8,2007
"Rockford Greater, IL",Feb,15.9,2007
"Rockford Greater, IL",Mar,42.5,2007
"Rockford Greater, IL",Apr,47.3,2007
"Rockford Greater, IL",May,64.9,2007
"Rockford Greater, IL",Jun,70.8,2007
"Rockford Greater, IL",Jul,73.2,2007
"Rockford Greater, IL",Aug,74.5,2007
"Rockford Greater, IL",Sep,66.9,2007
"Rockford Greater, IL",Oct,58.5,2007
"Rockford Greater, IL",Nov,38.2,2007
"Rockford Greater, IL",Dec,25.1,2007
"Rockford Greater, IL",Annual,50.3,2007
"Rockford Greater, IL",Jan,21.0,2008
"Rockford Greater, IL",Feb,20.2,2008
"Rockford Greater, IL",Mar,33.8,2008
"Rockford Greater, IL",Apr,50.0,2008
"Rockford Greater, IL",May,57.2,2008
"Rockford Greater, IL",Jun,70.5,2008
"Rockford Greater, IL",Jul,73.2,2008
"Rockford Greater, IL",Aug,71.3,2008
"Rockford Greater, IL",Sep,65.7,2008
"Rockford Greater, IL",Oct,51.8,2008
"Rockford Greater, IL",Nov,38.8,2008
"Rockford Greater, IL",Dec,19.4,2008
"Rockford Greater, IL",Annual,47.7,2008
"Rockford Greater, IL",Jan,13.8,2009
"Rockford Greater, IL",Feb,26.2,2009
"Rockford Greater, IL",Mar,38.9,2009
"Rockford Greater, IL",Apr,48.6,2009
"Rockford Greater, IL",May,59.1,2009
"Rockford Greater, IL",Jun,68.4,2009
"Rockford Greater, IL",Jul,67.0,2009
"Rockford Greater, IL",Aug,68.1,2009
"Rockford Greater, IL",Sep,63.9,2009
"Rockford Greater, IL",Oct,47.2,2009
"Rockford Greater, IL",Nov,43.7,2009
"Rockford Greater, IL",Dec,23.6,2009
"Rockford Greater, IL",Annual,47.4,2009
"Rockford Greater, IL",Jan,18.3,2010
"Rockford Greater, IL",Feb,24.2,2010
"Rockford Greater, IL",Mar,41.3,2010
"Rockford Greater, IL",Apr,54.8,2010
"Rockford Greater, IL",May,61.6,2010
"Rockford Greater, IL",Jun,70.4,2010
"Rockford Greater, IL",Jul,75.4,2010
"Rockford Greater, IL",Aug,74.6,2010
"Rockford Greater, IL",Sep,64.7,2010
"Rockford Greater, IL",Oct,55.4,2010
"Rockford Greater, IL",Nov,41.6,2010
"Rockford Greater, IL",Dec,20.4,2010
"Rockford Greater, IL",Annual,50.2,2010
"Rockford Greater, IL",Jan,19.9,2011
"Rockford Greater, IL",Feb,24.6,2011
"Rockford Greater, IL",Mar,37.4,2011
"Rockford Greater, IL",Apr,48.9,2011
"Rockford Greater, IL",May,59.6,2011
"Rockford Greater, IL",Jun,70.3,2011
"Rockford Greater, IL",Jul,78.9,2011
"Rockford Greater, IL",Aug,72.6,2011
"Rockford Greater, IL",Sep,61.4,2011
"Rockford Greater, IL",Oct,53.7,2011
"Rockford Greater, IL",Nov,41.5,2011
"Rockford Greater, IL",Dec,32.6,2011
"Rockford Greater, IL",Annual,50.1,2011
"Rockford Greater, IL",Jan,27.4,2012
"Rockford Greater, IL",Feb,30.5,2012
"Rockford Greater, IL",Mar,52.4,2012
"Rockford Greater, IL",Apr,50.0,2012
"Rockford Greater, IL",May,65.1,2012
"Rockford Greater, IL",Jun,72.9,2012
"Rockford Greater, IL",Jul,80.8,2012
"Rockford Greater, IL",Aug,71.8,2012
"Rockford Greater, IL",Sep,62.9,2012
"Rockford Greater, IL",Oct,50.5,2012
"Rockford Greater, IL",Nov,39.2,2012
"Rockford Greater, IL",Dec,33.4,2012
"Rockford Greater, IL",Annual,53.1,2012
"Rockford Greater, IL",Jan,24.3,2013
"Rockford Greater, IL",Feb,23.6,2013
"Rockford Greater, IL",Mar,29.5,2013
"Rockford Greater, IL",Apr,46.8,2013
"Rockford Greater, IL",May,62.0,2013
"Rockford Greater, IL",Jun,69.3,2013
"Rockford Greater, IL",Jul,72.6,2013
"Rockford Greater, IL",Aug,72.1,2013
"Rockford Greater, IL",Sep,66.5,2013
"Rockford Greater, IL",Oct,51.7,2013
"Rockford Greater, IL",Nov,35.3,2013
"Rockford Greater, IL",Dec,19.4,2013
"Rockford Greater, IL",Annual,47.8,2013
"Rockford Greater, IL",Jan,12.0,2014
"Rockford Greater, IL",Feb,12.4,2014
"Rockford Greater, IL",Mar,29.6,2014
"Rockford Greater, IL",Apr,48.5,2014
"Rockford Greater, IL",May,61.0,2014
"Rockford Greater, IL",Jun,70.9,2014
"Rockford Greater, IL",Jul,69.1,2014
"Rockford Greater, IL",Aug,72.2,2014
"Rockford Greater, IL",Sep,62.6,2014
"Rockford Greater, IL",Oct,51.3,2014
"Rockford Greater, IL",Nov,31.9,2014
"Rockford Greater, IL",Dec,30.5,2014
"Rockford Greater, IL",Annual,46.0,2014
"Rockford Greater, IL",Jan,20.8,2015
"Rockford Greater, IL",Feb,12.1,2015
"Rockford Greater, IL",Mar,34.6,2015
"Rockford Greater, IL",Apr,51.0,2015
"Rockford Greater, IL",May,61.5,2015
"Rockford Greater, IL",Jun,69.3,2015
"Rockford Greater, IL",Jul,72.4,2015
"Rockford Greater, IL",Aug,71.1,2015
"Rockford Greater, IL",Sep,69.0,2015
"Rockford Greater, IL",Oct,54.1,2015
"Rockford Greater, IL",Nov,43.3,2015
"Rockford Greater, IL",Dec,37.7,2015
"Rockford Greater, IL",Annual,49.7,2015
"Rockford Greater, IL",Jan,22.9,2016
"Rockford Greater, IL",Feb,29.7,2016
"Rockford Greater, IL",Mar,42.9,2016
"Rockford Greater, IL",Apr,49.3,2016
"Rockford Greater, IL",May,60.9,2016
"Rockford Greater, IL",Jun,71.7,2016
"Rockford Greater, IL",Jul,74.9,2016
"Rockford Greater, IL",Aug,74.5,2016
"Rockford Greater, IL",Sep,69.3,2016
"Rockford Greater, IL",Oct,56.7,2016
"Rockford Greater, IL",Nov,45.8,2016
"Rockford Greater, IL",Dec,23.8,2016
"Rockford Greater, IL",Annual,51.9,2016
"Rockford Greater, IL",Jan,27.5,2017
"Rockford Greater, IL",Feb,36.8,2017
"Rockford Greater, IL",Mar,38.8,2017
"Rockford Greater, IL",Apr,53.2,2017
"Rockford Greater, IL",May,58.5,2017
"Rockford Greater, IL",Jun,71.5,2017
"Rockford Greater, IL",Jul,74.0,2017
"Rockford Greater, IL",Aug,69.3,2017
"Rockford Greater, IL",Sep,66.5,2017
"Rockford Greater, IL",Oct,55.5,2017
"Rockford Greater, IL",Nov,37.3,2017
"Rockford Greater, IL",Dec,24.6,2017
"Rockford Greater, IL",Annual,51.1,2017
"Rockford Greater, IL",Jan,21.0,2018
"Rockford Greater, IL",Feb,24.4,2018
"Rockford Greater, IL",Mar,36.0,2018
"Rockford Greater, IL",Apr,40.4,2018
"Rockford Greater, IL",May,66.0,2018
"Rockford Greater, IL",Jun,71.2,2018
"Rockford Greater, IL",Jul,72.8,2018
"Rockford Greater, IL",Aug,72.7,2018
"Rockford Greater, IL",Sep,66.5,2018
"Rockford Greater, IL",Oct,49.5,2018
"Rockford Greater, IL",Nov,32.3,2018
"Rockford Greater, IL",Dec,30.8,2018
"Rockford Greater, IL",Annual,48.6,2018
"Rockford Greater, IL",Jan,18.1,2019
"Rockford Greater, IL",Feb,22.0,2019
"Rockford Greater, IL",Mar,33.7,2019
"Rockford Greater, IL",Apr,49.3,2019
"Rockford Greater, IL",May,58.2,2019
"Rockford Greater, IL",Jun,69.3,2019
"Rockford Greater, IL",Jul,77.5,2019
"Rockford Greater, IL",Aug,71.5,2019
"Rockford Greater, IL",Sep,68.5,2019
"Rockford Greater, IL",Oct,49.9,2019
"Rockford Greater, IL",Nov,33.3,2019
"Rockford Greater, IL",Dec,32.6,2019
"Rockford Greater, IL",Annual,48.7,2019
"Rockford Greater, IL",Jan,28.3,2020
"Rockford Greater, IL",Feb,26.5,2020
"Rockford Greater, IL",Mar,40.9,2020
"Rockford Greater, IL",Apr,47.6,2020
"Rockford Greater, IL",May,59.4,2020
"Rockford Greater, IL",Jun,73.3,2020
"Rockford Greater, IL",Jul,76.9,2020
"Rockford Greater, IL",Aug,73.9,2020
"Rockford Greater, IL",Sep,63.3,2020
"Rockford Greater, IL",Oct,49.4,2020
"Rockford Greater, IL",Nov,45.6,2020
"Rockford Greater, IL",Dec,31.4,2020
"Rockford Greater, IL",Annual,51.4,2020
"Rockford Greater, IL",Jan,26.6,2021
"Rockford Greater, IL",Feb,15.6,2021
"Rockford Greater, IL",Mar,42.8,2021
"Rockford Greater, IL",Apr,52.5,2021
"Rockford Greater, IL",May,60.8,2021
"Rockford Greater, IL",Jun,75.5,2021
"Rockford Greater, IL",Jul,74.8,2021
"Rockford Greater, IL",Aug,75.1,2021
"Rockford Greater, IL",Sep,68.9,2021
"Rockford Greater, IL",Oct,57.9,2021
"Rockford Greater, IL",Nov,38.6,2021
"Rockford Greater, IL",Dec,34.9,2021
"Rockford Greater, IL",Annual,52.0,2021
"Rockford Greater, IL",Jan,16.8,2022
"Rockford Greater, IL",Feb,25.0,2022
"Rockford Greater, IL",Mar,39.4,2022
"Rockford Greater, IL",Apr,46.0,2022
"Rockford Greater, IL",May,63.5,2022
"Rockford Greater, IL",Jun,71.2,2022
"Rockford Greater, IL",Jul,74.0,2022
"Rockford Greater, IL",Aug,72.1,2022
"Rockford Greater, IL",Sep,64.5,2022
"Rockford Greater, IL",Oct,51.2,2022
"Rockford Greater, IL",Nov,40.2,2022
"Rockford Greater, IL",Dec,26.3,2022
"Rockford Greater, IL",Annual,49.2,2022
"Rockford Greater, IL",Jan,28.9,2023
"Rockford Greater, IL",Feb,29.9,2023
"Rockford Greater, IL",Mar,36.7,2023
"Rockford Greater, IL",Apr,49.2,2023
"Rockford Greater, IL",May,61.5,2023
"Rockford Greater, IL",Jun,69.6,2023
"Rockford Greater, IL",Jul,72.7,2023
"Rockford Greater, IL",Aug,71.6,2023
"Rockford Greater, IL",Sep,67.0,2023
"Rockford Greater, IL",Oct,52.9,2023
"Rockford Greater, IL",Nov,M,2023
"Rockford Greater, IL",Dec,M,2023
"Rockford Greater, IL",Annual,54.0,2023
"Wanatah 2 Wnw, IN",Jan,23.1,2000
"Wanatah 2 Wnw, IN",Feb,31.1,2000
"Wanatah 2 Wnw, IN",Mar,43.4,2000
"Wanatah 2 Wnw, IN",Apr,46.9,2000
"Wanatah 2 Wnw, IN",May,61.9,2000
"Wanatah 2 Wnw, IN",Jun,68.1,2000
"Wanatah 2 Wnw, IN",Jul,69.8,2000
"Wanatah 2 Wnw, IN",Aug,70.0,2000
"Wanatah 2 Wnw, IN",Sep,63.1,2000
"Wanatah 2 Wnw, IN",Oct,55.2,2000
"Wanatah 2 Wnw, IN",Nov,37.9,2000
"Wanatah 2 Wnw, IN",Dec,15.3,2000
"Wanatah 2 Wnw, IN",Annual,48.8,2000
"Wanatah 2 Wnw, IN",Jan,23.2,2001
"Wanatah 2 Wnw, IN",Feb,27.6,2001
"Wanatah 2 Wnw, IN",Mar,33.7,2001
"Wanatah 2 Wnw, IN",Apr,52.6,2001
"Wanatah 2 Wnw, IN",May,62.1,2001
"Wanatah 2 Wnw, IN",Jun,67.3,2001
"Wanatah 2 Wnw, IN",Jul,71.6,2001
"Wanatah 2 Wnw, IN",Aug,69.0,2001
"Wanatah 2 Wnw, IN",Sep,60.9,2001
"Wanatah 2 Wnw, IN",Oct,51.1,2001
"Wanatah 2 Wnw, IN",Nov,46.9,2001
"Wanatah 2 Wnw, IN",Dec,33.5,2001
"Wanatah 2 Wnw, IN",Annual,50.0,2001
"Wanatah 2 Wnw, IN",Jan,30.6,2002
"Wanatah 2 Wnw, IN",Feb,31.2,2002
"Wanatah 2 Wnw, IN",Mar,33.3,2002
"Wanatah 2 Wnw, IN",Apr,49.1,2002
"Wanatah 2 Wnw, IN",May,54.6,2002
"Wanatah 2 Wnw, IN",Jun,71.8,2002
"Wanatah 2 Wnw, IN",Jul,75.8,2002
"Wanatah 2 Wnw, IN",Aug,72.0,2002
"Wanatah 2 Wnw, IN",Sep,66.1,2002
"Wanatah 2 Wnw, IN",Oct,47.2,2002
"Wanatah 2 Wnw, IN",Nov,M,2002
"Wanatah 2 Wnw, IN",Dec,26.8,2002
"Wanatah 2 Wnw, IN",Annual,50.8,2002
"Wanatah 2 Wnw, IN",Jan,17.7,2003
"Wanatah 2 Wnw, IN",Feb,22.7,2003
"Wanatah 2 Wnw, IN",Mar,37.5,2003
"Wanatah 2 Wnw, IN",Apr,48.8,2003
"Wanatah 2 Wnw, IN",May,56.1,2003
"Wanatah 2 Wnw, IN",Jun,64.8,2003
"Wanatah 2 Wnw, IN",Jul,70.4,2003
"Wanatah 2 Wnw, IN",Aug,71.8,2003
"Wanatah 2 Wnw, IN",Sep,61.3,2003
"Wanatah 2 Wnw, IN",Oct,49.3,2003
"Wanatah 2 Wnw, IN",Nov,42.0,2003
"Wanatah 2 Wnw, IN",Dec,30.3,2003
"Wanatah 2 Wnw, IN",Annual,47.7,2003
"Wanatah 2 Wnw, IN",Jan,19.4,2004
"Wanatah 2 Wnw, IN",Feb,25.2,2004
"Wanatah 2 Wnw, IN",Mar,41.4,2004
"Wanatah 2 Wnw, IN",Apr,49.5,2004
"Wanatah 2 Wnw, IN",May,60.2,2004
"Wanatah 2 Wnw, IN",Jun,66.7,2004
"Wanatah 2 Wnw, IN",Jul,70.0,2004
"Wanatah 2 Wnw, IN",Aug,65.0,2004
"Wanatah 2 Wnw, IN",Sep,64.3,2004
"Wanatah 2 Wnw, IN",Oct,51.3,2004
"Wanatah 2 Wnw, IN",Nov,42.3,2004
"Wanatah 2 Wnw, IN",Dec,27.3,2004
"Wanatah 2 Wnw, IN",Annual,48.5,2004
"Wanatah 2 Wnw, IN",Jan,22.8,2005
"Wanatah 2 Wnw, IN",Feb,30.2,2005
"Wanatah 2 Wnw, IN",Mar,33.6,2005
"Wanatah 2 Wnw, IN",Apr,50.9,2005
"Wanatah 2 Wnw, IN",May,56.8,2005
"Wanatah 2 Wnw, IN",Jun,72.9,2005
"Wanatah 2 Wnw, IN",Jul,74.5,2005
"Wanatah 2 Wnw, IN",Aug,71.9,2005
"Wanatah 2 Wnw, IN",Sep,66.8,2005
"Wanatah 2 Wnw, IN",Oct,53.4,2005
"Wanatah 2 Wnw, IN",Nov,42.0,2005
"Wanatah 2 Wnw, IN",Dec,23.2,2005
"Wanatah 2 Wnw, IN",Annual,49.9,2005
"Wanatah 2 Wnw, IN",Jan,36.1,2006
"Wanatah 2 Wnw, IN",Feb,28.3,2006
"Wanatah 2 Wnw, IN",Mar,37.1,2006
"Wanatah 2 Wnw, IN",Apr,52.4,2006
"Wanatah 2 Wnw, IN",May,56.5,2006
"Wanatah 2 Wnw, IN",Jun,67.4,2006
"Wanatah 2 Wnw, IN",Jul,73.5,2006
"Wanatah 2 Wnw, IN",Aug,70.0,2006
"Wanatah 2 Wnw, IN",Sep,60.1,2006
"Wanatah 2 Wnw, IN",Oct,47.2,2006
"Wanatah 2 Wnw, IN",Nov,42.2,2006
"Wanatah 2 Wnw, IN",Dec,32.8,2006
"Wanatah 2 Wnw, IN",Annual,50.3,2006
"Wanatah 2 Wnw, IN",Jan,27.8,2007
"Wanatah 2 Wnw, IN",Feb,15.9,2007
"Wanatah 2 Wnw, IN",Mar,41.8,2007
"Wanatah 2 Wnw, IN",Apr,45.6,2007
"Wanatah 2 Wnw, IN",May,63.2,2007
"Wanatah 2 Wnw, IN",Jun,70.5,2007
"Wanatah 2 Wnw, IN",Jul,70.1,2007
"Wanatah 2 Wnw, IN",Aug,71.8,2007
"Wanatah 2 Wnw, IN",Sep,65.5,2007
"Wanatah 2 Wnw, IN",Oct,57.3,2007
"Wanatah 2 Wnw, IN",Nov,38.6,2007
"Wanatah 2 Wnw, IN",Dec,27.2,2007
"Wanatah 2 Wnw, IN",Annual,49.6,2007
"Wanatah 2 Wnw, IN",Jan,23.1,2008
"Wanatah 2 Wnw, IN",Feb,21.9,2008
"Wanatah 2 Wnw, IN",Mar,33.3,2008
"Wanatah 2 Wnw, IN",Apr,49.1,2008
"Wanatah 2 Wnw, IN",May,54.6,2008
"Wanatah 2 Wnw, IN",Jun,70.4,2008
"Wanatah 2 Wnw, IN",Jul,71.4,2008
"Wanatah 2 Wnw, IN",Aug,68.0,2008
"Wanatah 2 Wnw, IN",Sep,63.8,2008
"Wanatah 2 Wnw, IN",Oct,49.9,2008
"Wanatah 2 Wnw, IN",Nov,37.8,2008
"Wanatah 2 Wnw, IN",Dec,23.7,2008
"Wanatah 2 Wnw, IN",Annual,47.3,2008
"Wanatah 2 Wnw, IN",Jan,15.0,2009
"Wanatah 2 Wnw, IN",Feb,26.3,2009
"Wanatah 2 Wnw, IN",Mar,38.4,2009
"Wanatah 2 Wnw, IN",Apr,45.9,2009
"Wanatah 2 Wnw, IN",May,59.3,2009
"Wanatah 2 Wnw, IN",Jun,69.0,2009
"Wanatah 2 Wnw, IN",Jul,66.8,2009
"Wanatah 2 Wnw, IN",Aug,68.4,2009
"Wanatah 2 Wnw, IN",Sep,62.6,2009
"Wanatah 2 Wnw, IN",Oct,48.1,2009
"Wanatah 2 Wnw, IN",Nov,43.6,2009
"Wanatah 2 Wnw, IN",Dec,27.2,2009
"Wanatah 2 Wnw, IN",Annual,47.6,2009
"Wanatah 2 Wnw, IN",Jan,21.0,2010
"Wanatah 2 Wnw, IN",Feb,24.2,2010
"Wanatah 2 Wnw, IN",Mar,39.5,2010
"Wanatah 2 Wnw, IN",Apr,52.7,2010
"Wanatah 2 Wnw, IN",May,61.6,2010
"Wanatah 2 Wnw, IN",Jun,70.9,2010
"Wanatah 2 Wnw, IN",Jul,74.5,2010
"Wanatah 2 Wnw, IN",Aug,73.1,2010
"Wanatah 2 Wnw, IN",Sep,63.7,2010
"Wanatah 2 Wnw, IN",Oct,M,2010
"Wanatah 2 Wnw, IN",Nov,M,2010
"Wanatah 2 Wnw, IN",Dec,M,2010
"Wanatah 2 Wnw, IN",Annual,53.5,2010
"Wanatah 2 Wnw, IN",Jan,M,2011
"Wanatah 2 Wnw, IN",Feb,M,2011
"Wanatah 2 Wnw, IN",Mar,M,2011
"Wanatah 2 Wnw, IN",Apr,M,2011
"Wanatah 2 Wnw, IN",May,57.5,2011
"Wanatah 2 Wnw, IN",Jun,68.5,2011
"Wanatah 2 Wnw, IN",Jul,74.7,2011
"Wanatah 2 Wnw, IN",Aug,68.2,2011
"Wanatah 2 Wnw, IN",Sep,59.0,2011
"Wanatah 2 Wnw, IN",Oct,49.8,2011
"Wanatah 2 Wnw, IN",Nov,41.0,2011
"Wanatah 2 Wnw, IN",Dec,31.1,2011
"Wanatah 2 Wnw, IN",Annual,56.2,2011
"Wanatah 2 Wnw, IN",Jan,26.0,2012
"Wanatah 2 Wnw, IN",Feb,28.8,2012
"Wanatah 2 Wnw, IN",Mar,49.4,2012
"Wanatah 2 Wnw, IN",Apr,48.4,2012
"Wanatah 2 Wnw, IN",May,65.1,2012
"Wanatah 2 Wnw, IN",Jun,70.1,2012
"Wanatah 2 Wnw, IN",Jul,78.0,2012
"Wanatah 2 Wnw, IN",Aug,68.4,2012
"Wanatah 2 Wnw, IN",Sep,60.6,2012
"Wanatah 2 Wnw, IN",Oct,48.7,2012
"Wanatah 2 Wnw, IN",Nov,36.6,2012
"Wanatah 2 Wnw, IN",Dec,33.5,2012
"Wanatah 2 Wnw, IN",Annual,51.1,2012
"Wanatah 2 Wnw, IN",Jan,24.3,2013
"Wanatah 2 Wnw, IN",Feb,23.4,2013
"Wanatah 2 Wnw, IN",Mar,30.0,2013
"Wanatah 2 Wnw, IN",Apr,44.4,2013
"Wanatah 2 Wnw, IN",May,60.3,2013
"Wanatah 2 Wnw, IN",Jun,67.3,2013
"Wanatah 2 Wnw, IN",Jul,68.9,2013
"Wanatah 2 Wnw, IN",Aug,67.5,2013
"Wanatah 2 Wnw, IN",Sep,63.7,2013
"Wanatah 2 Wnw, IN",Oct,51.0,2013
"Wanatah 2 Wnw, IN",Nov,36.3,2013
"Wanatah 2 Wnw, IN",Dec,23.3,2013
"Wanatah 2 Wnw, IN",Annual,46.7,2013
"Wanatah 2 Wnw, IN",Jan,13.6,2014
"Wanatah 2 Wnw, IN",Feb,14.6,2014
"Wanatah 2 Wnw, IN",Mar,26.9,2014
"Wanatah 2 Wnw, IN",Apr,46.5,2014
"Wanatah 2 Wnw, IN",May,59.6,2014
"Wanatah 2 Wnw, IN",Jun,70.8,2014
"Wanatah 2 Wnw, IN",Jul,66.5,2014
"Wanatah 2 Wnw, IN",Aug,70.1,2014
"Wanatah 2 Wnw, IN",Sep,62.6,2014
"Wanatah 2 Wnw, IN",Oct,51.4,2014
"Wanatah 2 Wnw, IN",Nov,32.8,2014
"Wanatah 2 Wnw, IN",Dec,32.5,2014
"Wanatah 2 Wnw, IN",Annual,45.7,2014
"Wanatah 2 Wnw, IN",Jan,20.4,2015
"Wanatah 2 Wnw, IN",Feb,13.6,2015
"Wanatah 2 Wnw, IN",Mar,31.4,2015
"Wanatah 2 Wnw, IN",Apr,48.5,2015
"Wanatah 2 Wnw, IN",May,62.4,2015
"Wanatah 2 Wnw, IN",Jun,68.0,2015
"Wanatah 2 Wnw, IN",Jul,70.0,2015
"Wanatah 2 Wnw, IN",Aug,68.5,2015
"Wanatah 2 Wnw, IN",Sep,66.9,2015
"Wanatah 2 Wnw, IN",Oct,51.9,2015
"Wanatah 2 Wnw, IN",Nov,42.7,2015
"Wanatah 2 Wnw, IN",Dec,39.2,2015
"Wanatah 2 Wnw, IN",Annual,48.6,2015
"Wanatah 2 Wnw, IN",Jan,24.1,2016
"Wanatah 2 Wnw, IN",Feb,29.2,2016
"Wanatah 2 Wnw, IN",Mar,41.9,2016
"Wanatah 2 Wnw, IN",Apr,45.9,2016
"Wanatah 2 Wnw, IN",May,58.4,2016
"Wanatah 2 Wnw, IN",Jun,70.8,2016
"Wanatah 2 Wnw, IN",Jul,72.8,2016
"Wanatah 2 Wnw, IN",Aug,73.9,2016
"Wanatah 2 Wnw, IN",Sep,67.9,2016
"Wanatah 2 Wnw, IN",Oct,56.9,2016
"Wanatah 2 Wnw, IN",Nov,45.5,2016
"Wanatah 2 Wnw, IN",Dec,25.1,2016
"Wanatah 2 Wnw, IN",Annual,51.0,2016
"Wanatah 2 Wnw, IN",Jan,30.5,2017
"Wanatah 2 Wnw, IN",Feb,37.3,2017
"Wanatah 2 Wnw, IN",Mar,36.5,2017
"Wanatah 2 Wnw, IN",Apr,51.8,2017
"Wanatah 2 Wnw, IN",May,55.7,2017
"Wanatah 2 Wnw, IN",Jun,69.3,2017
"Wanatah 2 Wnw, IN",Jul,72.4,2017
"Wanatah 2 Wnw, IN",Aug,66.5,2017
"Wanatah 2 Wnw, IN",Sep,M,2017
"Wanatah 2 Wnw, IN",Oct,51.2,2017
"Wanatah 2 Wnw, IN",Nov,38.7,2017
"Wanatah 2 Wnw, IN",Dec,25.0,2017
"Wanatah 2 Wnw, IN",Annual,48.6,2017
"Wanatah 2 Wnw, IN",Jan,23.0,2018
"Wanatah 2 Wnw, IN",Feb,27.6,2018
"Wanatah 2 Wnw, IN",Mar,33.5,2018
"Wanatah 2 Wnw, IN",Apr,39.2,2018
"Wanatah 2 Wnw, IN",May,66.4,2018
"Wanatah 2 Wnw, IN",Jun,71.2,2018
"Wanatah 2 Wnw, IN",Jul,72.3,2018
"Wanatah 2 Wnw, IN",Aug,71.9,2018
"Wanatah 2 Wnw, IN",Sep,66.5,2018
"Wanatah 2 Wnw, IN",Oct,50.7,2018
"Wanatah 2 Wnw, IN",Nov,34.1,2018
"Wanatah 2 Wnw, IN",Dec,31.5,2018
